D-00783,Q9UIF8
D-00785,P14902
D-00785,P50579
D-00795,P00915
D-00795,P00918
D-00795,P22748
D-00795,P23280
D-00795,P35218
D-00795,P40225
D-00795,P43166
D-00795,Q16790
D-00795,Q9ULX7
D-00795,Q9Y2D0
D-00797,Q9GZT9
D-00798,P00338
D-00798,P07195
D-00803,P06276
D-00803,P23141
D-00804,O43570
D-00804,P00915
D-00804,P00918
D-00804,P07451
D-00804,P22748
D-00804,P23280
D-00804,P35218
D-00804,P43166
D-00804,Q16790
D-00804,Q9ULX7
D-00804,Q9Y2D0
D-00808,P14902
D-00811,P29475
D-00813,O60755
D-00813,P08172
D-00813,P08173
D-00813,P08912
D-00813,P10253
D-00813,P11229
D-00813,P20309
D-00813,P36544
D-00813,P43681
D-00813,Q9GZV3
D-00820,O15054
D-00820,P41229
D-00820,Q96KS0
D-00820,Q9GZT9
D-00820,Q9Y4C1
D-00823,P05981
D-00823,P16473
D-00824,O00222
D-00824,O15303
D-00824,O75164
D-00824,P0DMS8
D-00824,P39086
D-00824,P41594
D-00824,P42261
D-00824,P42262
D-00824,P42263
D-00824,P43005
D-00824,P48058
D-00824,Q13002
D-00824,Q13003
D-00824,Q13255
D-00824,Q14416
D-00824,Q14832
D-00824,Q14833
D-00824,Q16099
D-00824,Q16478
D-00827,P21397
D-00827,P27338
D-00828,P14902
D-00834,P04062
D-00834,P06737
D-00835,P04066
D-00835,Q9BTY2
D-00837,Q16539
D-00838,P47898
D-00839,P08172
D-00839,P08173
D-00839,P08912
D-00839,P11229
D-00839,P20309
D-00839,P43681
D-00848,O43570
D-00848,P00352
D-00848,P00915
D-00848,P00918
D-00848,P11712
D-00848,P15428
D-00848,P33261
D-00848,P40225
D-00848,P42345
D-00848,P49798
D-00848,Q12809
D-00848,Q16236
D-00848,Q16790
D-00848,Q96KQ7
D-00848,Q99714
D-00861,P51649
D-00861,P80404
D-00862,O00748
D-00862,P23141
D-00863,Q8TDS4
D-00868,P09917
D-00869,P56545
D-00869,Q13363
D-00876,P35228
D-00879,P21397
D-00890,P29274
D-00894,P08913
D-00894,P18089
D-00894,P18825
D-00894,P23975
D-00894,P31645
D-00894,P34969
D-00894,Q01959
D-00898,B2RXH2
D-00898,O75164
D-00899,Q96RJ0
D-00901,P08913
D-00901,P18089
D-00901,P18825
D-00901,P23975
D-00901,P31645
D-00901,Q01959
D-00901,Q96RJ0
D-00901,Q99720
D-00903,O43570
D-00903,P00915
D-00903,P00918
D-00903,P05181
D-00903,P10275
D-00903,P22748
D-00903,Q16790
D-00926,O75762
D-00926,P23219
D-00927,O75762
D-00930,P29474
D-00930,P29475
D-00930,P35228
D-00935,P00491
D-00939,O43570
D-00939,P00915
D-00939,P00918
D-00939,P02144
D-00939,P07451
D-00939,P43166
D-00943,P46059
D-00945,P05164
D-00946,P27338
D-00947,Q96RJ0
D-00950,P08913
D-00950,P11229
D-00950,P18089
D-00950,P18825
D-00950,P23975
D-00950,P34969
D-00950,P35368
D-00950,Q01959
D-00952,P25021
D-00952,Q9Y5N1
D-00955,Q96KQ7
D-00955,Q99720
D-00959,P00918
D-00962,P47989
D-00963,P22303
D-00963,Q9Y2T3
D-00964,O75030
D-00964,P68871
D-00964,Q16665
D-00964,Q8IUX4
D-00967,O43570
D-00967,P00915
D-00967,P00918
D-00967,P43166
D-00967,Q16790
D-00967,Q9ULX7
D-00969,P00918
D-00971,P00915
D-00971,P00918
D-00978,O75164
D-00978,O75874
D-00978,P00352
D-00978,P04637
D-00978,P68871
D-00978,Q16236
D-00983,P22303
D-00984,P14679
D-00989,P00352
D-00989,P03372
D-00992,P29474
D-00992,P29475
D-00992,P35228
D-00996,P29475
D-01000,P24046
D-01005,P27695
D-01005,P29466
D-01005,P33261
D-01005,P46063
D-01005,Q96KQ7
D-01005,Q99714
D-01005,Q9UBT6
D-01006,B2RXH2
D-01006,P08684
D-01006,P18031
D-01006,Q92731
D-01007,P55210
D-01007,P55212
D-01008,B2RXH2
D-01008,P05164
D-01008,P07202
D-01008,Q16665
D-01008,Q96KQ7
D-01013,B2RXH2
D-01013,P08908
D-01013,P10253
D-01013,P14416
D-01013,P21728
D-01013,P21917
D-01013,P21918
D-01013,P23975
D-01013,P27695
D-01013,P35462
D-01013,P39748
D-01013,P48039
D-01013,P49286
D-01013,P55789
D-01013,Q01959
D-01013,Q16236
D-01013,Q16665
D-01013,Q96KQ7
D-01013,Q96RJ0
D-01013,Q99549
D-01013,Q99714
D-01014,P46098
D-01016,Q16769
D-01019,Q9H3N8
D-01019,Q9Y5N1
D-01022,P10275
D-01023,P04637
D-01023,P10636
D-01024,O43570
D-01024,P00915
D-01024,P00918
D-01024,P10253
D-01024,P22748
D-01024,P23280
D-01024,P43166
D-01024,Q16790
D-01024,Q9ULX7
D-01026,O43570
D-01026,P00915
D-01026,P00918
D-01026,P43166
D-01026,Q16790
D-01026,Q9ULX7
D-01027,O43570
D-01027,P00915
D-01027,P00918
D-01028,Q8TDS4
D-01032,Q8TDS4
D-01033,Q8TDS4
D-01037,O75762
D-01042,P08172
D-01042,P08912
D-01042,P11229
D-01044,P08172
D-01044,P08173
D-01044,P08912
D-01044,P11229
D-01044,P20309
D-01045,P14902
D-01052,P16050
D-01057,O75762
D-01057,P00352
D-01058,P06733
D-01058,P09104
D-01064,Q96KQ7
D-01066,P08172
D-01066,P08173
D-01066,P08912
D-01066,P11229
D-01066,P20309
D-01066,Q8TDD5
D-01071,P29475
D-01071,P35228
D-01075,Q16236
D-01079,P12268
D-01086,Q7Z2W7
D-01087,P00915
D-01087,P00918
D-01088,P21397
D-01088,P41595
D-01095,P00915
D-01095,P00918
D-01095,P22748
D-01095,P23280
D-01095,P43166
D-01095,P51452
D-01095,Q06124
D-01095,Q8N1Q1
D-01099,P00747
D-01102,P29475
D-01102,P35228
D-01106,P25021
D-01106,Q9H3N8
D-01107,P00325
D-01107,P00326
D-01107,P07327
D-01109,P00918
D-01109,P22748
D-01111,Q13255
D-01113,P14902
D-01113,P21397
D-01113,P27338
D-01113,P30305
D-01113,Q02750
D-01114,P06276
D-01114,P08575
D-01114,P10636
D-01114,P14902
D-01114,P15428
D-01114,P18031
D-01114,P22303
D-01114,P23141
D-01114,Q96KQ7
D-01114,Q99714
D-01114,Q9Y2R2
D-01116,P05177
D-01116,P10635
D-01116,P11511
D-01116,P15538
D-01116,P19099
D-01116,P24557
D-01116,Q16769
D-01119,P35228
D-01120,P29474
D-01120,P29475
D-01120,P35228
D-01121,P29474
D-01121,P35228
D-01122,P14902
D-01123,P14902
D-01125,O00222
D-01125,O15303
D-01125,P27695
D-01125,P41594
D-01125,P43004
D-01125,Q14416
D-01125,Q14832
D-01125,Q14833
D-01133,P00352
D-01133,P12268
D-01134,P14902
D-01135,P50579
D-01135,P53582
D-01136,Q9H3N8
D-01136,Q9Y5N1
D-01137,Q9H3N8
D-01137,Q9Y5N1
D-01138,P08684
D-01138,Q9H3N8
D-01138,Q9Y5N1
D-01142,P21397
D-01142,P27338
D-01143,P28335
D-01143,Q99720
D-01151,P16083
D-01152,P14902
D-01154,Q9Y2R2
D-01155,Q6ZMT4
D-01155,Q9UPP1
D-01155,Q9Y2K7
D-01158,P32929
D-01160,P07900
D-01160,P14902
D-01161,P09874
D-01166,O15118
D-01166,P04637
D-01166,P05177
D-01166,P14618
D-01166,P40225
D-01166,P51151
D-01166,Q16637
D-01166,Q96KQ7
D-01166,Q96QE3
D-01168,P49019
D-01169,P49019
D-01172,Q9Y2I1
D-01174,P05164
D-01174,P05177
D-01174,P08908
D-01174,P11509
D-01174,P28221
D-01174,P28222
D-01174,P28223
D-01174,P28335
D-01174,P28566
D-01174,P30939
D-01174,P34969
D-01174,P41595
D-01174,P50406
D-01174,Q16696
D-01174,Q96RJ0
D-01175,P08913
D-01175,P18089
D-01175,P18825
D-01175,Q96RJ0
D-01176,O60755
D-01176,P08172
D-01176,P08173
D-01176,P11229
D-01176,P21728
D-01176,P21918
D-01176,Q16236
D-01178,P29474
D-01178,P29475
D-01178,P35228
D-01180,P24046
D-01182,O15303
D-01182,P39086
D-01182,P43005
D-01182,Q13002
D-01182,Q13255
D-01182,Q14416
D-01183,P02766
D-01183,P23141
D-01184,P15559
D-01186,Q9BXR0
D-01189,P09874
D-01191,P11229
D-01192,P23786
D-01194,Q9H3N8
D-01194,Q9Y5N1
D-01200,Q9H3N8
D-01200,Q9Y5N1
D-01201,P19971
D-01202,P33261
D-01203,O75608
D-01203,O95372
D-01204,P00915
D-01208,P04035
D-01211,O43570
D-01211,Q16790
D-01214,P09874
D-01222,P09917
D-01222,P16050
D-01222,P18054
D-01223,P09874
D-01227,P35228
D-01229,P08684
D-01229,P11509
D-01229,P32297
D-01229,P36544
D-01229,P43681
D-01229,Q15822
D-01230,P36544
D-01230,P43681
D-01232,P08588
D-01235,O14746
D-01235,O75762
D-01235,P07711
D-01235,P07858
D-01240,P05177
D-01240,P27695
D-01240,P29474
D-01240,P29475
D-01240,P35228
D-01241,P27338
D-01245,O43451
D-01245,P04062
D-01245,P04066
D-01245,P06280
D-01245,P10253
D-01245,P14410
D-01245,P28300
D-01245,P35573
D-01245,Q14697
D-01245,Q16739
D-01245,Q9HCG7
D-01246,P04062
D-01246,P06280
D-01246,P35573
D-01249,Q92769
D-01249,Q9BY41
D-01249,Q9UBN7
D-01250,P29274
D-01250,P30542
D-01261,Q13393
D-01262,Q13393
D-01265,Q9H4A4
D-01266,Q96IY4
D-01267,O75762
D-01267,P05181
D-01267,P11509
D-01267,P14174
D-01267,Q16696
D-01267,Q8NER1
D-01268,Q99720
D-01278,O43570
D-01278,P00915
D-01278,P00918
D-01278,P07451
D-01278,P15121
D-01278,P22748
D-01278,P23280
D-01278,P35218
D-01278,P43166
D-01278,Q16790
D-01278,Q92731
D-01278,Q9ULX7
D-01278,Q9Y2D0
D-01279,P00915
D-01279,P00918
D-01280,Q02750
D-01281,Q8TDS4
D-01282,Q04609
D-01286,P14679
D-01287,O15151
D-01287,Q99728
D-01293,P32297
D-01293,P36544
D-01293,P43681
D-01294,P43235
D-01299,P29474
D-01299,P29475
D-01299,P35228
D-01305,P00533
D-01310,P05177
D-01313,P00915
D-01313,P00918
D-01316,P49019
D-01322,P11086
D-01323,P21397
D-01323,P27338
D-01326,P14867
D-01326,P31644
D-01326,P34903
D-01326,P47869
D-01326,Q16445
D-01327,P08172
D-01327,P08173
D-01327,P08912
D-01327,P11229
D-01327,P20309
D-01331,B2RXH2
D-01331,O15296
D-01331,P00352
D-01331,P06746
D-01331,P08913
D-01331,P11712
D-01331,P14618
D-01331,P15428
D-01331,P16050
D-01331,P18089
D-01331,P18825
D-01331,P23975
D-01331,P33261
D-01331,P34969
D-01331,P40225
D-01331,Q01959
D-01331,Q96KQ7
D-01331,Q99549
D-01331,Q99714
D-01333,Q96RJ0
D-01340,P25021
D-01340,Q9H3N8
D-01340,Q9Y5N1
D-01349,Q9Y2T3
D-01353,O43570
D-01353,P00915
D-01353,P00918
D-01353,P43166
D-01353,Q16790
D-01353,Q92731
D-01353,Q9ULX7
D-01358,Q8TDS4
D-01362,P15559
D-01364,O75469
D-01364,P00352
D-01364,Q16236
D-01364,Q96KQ7
D-01364,Q99714
D-01366,P36544
D-01366,P43681
D-01368,P35228
D-01370,P06276
D-01370,P22303
D-01373,P29475
D-01373,P35228
D-01379,B2RXH2
D-01380,B2RXH2
D-01380,O75164
D-01380,P41229
D-01380,Q96KS0
D-01380,Q9C0B1
D-01380,Q9GZT9
D-01380,Q9H3R0
D-01380,Q9H6Z9
D-01380,Q9UIF8
D-01380,Q9Y2K7
D-01380,Q9Y4C1
D-01381,B2RXH2
D-01381,O75164
D-01381,Q96KQ7
D-01381,Q9UIF8
D-01384,P15144
D-01384,P28838
D-01394,Q9GZQ4
D-01395,P07550
D-01395,P21728
D-01395,P35348
D-01395,P35368
D-01397,Q96RJ0
D-01401,P07327
D-01403,P15144
D-01404,P02708
D-01404,P32297
D-01404,P36544
D-01404,P43681
D-01404,Q15822
D-01406,P12955
D-01410,Q9Y2T3
D-01415,O75688
D-01415,P35372
D-01415,P36873
D-01415,P62136
D-01418,P27695
D-01418,Q96KQ7
D-01418,Q99714
D-01421,P00918
D-01421,P09923
D-01425,Q8TDS4
D-01430,P00747
D-01431,O14920
D-01431,P11309
D-01431,P14902
D-01431,P27338
D-01432,P29474
D-01432,P29475
D-01432,P35228
D-01433,P29474
D-01433,P29475
D-01433,P35228
D-01440,P27487
D-01442,P14679
D-01443,P29475
D-01443,P35228
D-01446,P05177
D-01454,P21397
D-01454,P27338
D-01455,B2RXH2
D-01455,O75164
D-01455,O75475
D-01455,O94925
D-01455,P04406
D-01455,P10636
D-01455,P27695
D-01455,P43351
D-01455,P46063
D-01455,Q9NUW8
D-01455,Q9UBT6
D-01455,Q9UNA4
D-01456,B2RXH2
D-01456,O75164
D-01456,P07550
D-01456,P08588
D-01456,P08913
D-01456,P10636
D-01456,P13945
D-01456,P14416
D-01456,P18089
D-01456,P18825
D-01456,P21728
D-01456,P27695
D-01456,P35348
D-01456,P35368
D-01456,P35462
D-01456,P39748
D-01456,P46063
D-01456,P54132
D-01456,Q01959
D-01456,Q16665
D-01456,Q96KQ7
D-01456,Q99714
D-01456,Q9NR56
D-01456,Q9NUW8
D-01456,Q9UBT6
D-01456,Q9UNA4
D-01456,Q9Y253
D-01456,Q9Y468
D-01460,P08172
D-01460,P08173
D-01460,P11229
D-01462,P08172
D-01462,P08173
D-01462,P11229
D-01462,P20309
D-01464,P05177
D-01464,P41594
D-01467,P14902
D-01469,P05177
D-01469,P29474
D-01470,P23975
D-01470,Q01959
D-01472,P10275
D-01476,B2RXH2
D-01476,O43570
D-01476,O94925
D-01476,P00352
D-01476,P00915
D-01476,P00918
D-01476,P04637
D-01476,P05121
D-01476,P07451
D-01476,P10636
D-01476,P15428
D-01476,P22748
D-01476,P23280
D-01476,P35218
D-01476,P43166
D-01476,Q11130
D-01476,Q16236
D-01476,Q16790
D-01476,Q96KQ7
D-01476,Q99714
D-01476,Q9UBT6
D-01476,Q9ULX7
D-01476,Q9Y2D0
D-01487,O75496
D-01489,O15244
D-01489,P23975
D-01490,P05164
D-01490,P07202
D-01492,P10635
D-01492,P40225
D-01492,Q96KQ7
D-01492,Q9H3N8
D-01492,Q9Y5N1
D-01496,P35228
D-01498,P27487
D-01498,Q6V1X1
D-01504,P60174
D-01507,P00352
D-01513,O43570
D-01513,P00918
D-01513,P07451
D-01513,P23280
D-01513,P35218
D-01513,P43166
D-01513,Q16790
D-01513,Q9Y2D0
D-01514,P00915
D-01514,P00918
D-01514,P35218
D-01514,Q16790
D-01517,P54289
D-01519,P21397
D-01519,P27338
D-01527,P00915
D-01527,P00918
D-01528,P27487
D-01528,Q12884
D-01528,Q6V1X1
D-01528,Q86TI2
D-01531,B2RXH2
D-01531,P27695
D-01531,Q96KQ7
D-01531,Q9UBT6
D-01538,O60240
D-01538,P04637
D-01538,P05177
D-01538,P10635
D-01538,P10636
D-01538,P11473
D-01538,P14902
D-01538,P21397
D-01538,P21980
D-01538,P27338
D-01538,P30305
D-01538,P33261
D-01538,Q00G26
D-01538,Q06278
D-01538,Q16236
D-01538,Q96KQ7
D-01538,Q99700
D-01539,P09874
D-01540,P10636
D-01540,P11473
D-01540,P40225
D-01540,P49798
D-01540,P53350
D-01540,Q96KQ7
D-01540,Q99714
D-01542,P00915
D-01542,P00918
D-01543,O43570
D-01543,P00915
D-01543,P00918
D-01543,P07451
D-01543,P22748
D-01543,P23280
D-01543,P43166
D-01543,Q16790
D-01543,Q8N1Q1
D-01543,Q9ULX7
D-01543,Q9Y2D0
D-01544,O43570
D-01544,P00918
D-01544,P22748
D-01544,Q16790
D-01544,Q9ULX7
D-01545,O43570
D-01545,P00918
D-01545,P22748
D-01545,P23280
D-01545,P43166
D-01545,Q16790
D-01545,Q9ULX7
D-01545,Q9Y2D0
D-01548,P22303
D-01549,Q96RJ0
D-01550,P15538
D-01550,P19099
D-01552,P47898
D-01552,Q9Y2I1
D-01553,P28223
D-01553,P28335
D-01554,Q9Y2I1
D-01562,P00749
D-01564,P29474
D-01564,P29475
D-01564,P35228
D-01565,P00915
D-01565,P00918
D-01572,Q13255
D-01572,Q14416
D-01572,Q14832
D-01578,P00915
D-01578,P00918
D-01578,Q16790
D-01579,P21589
D-01582,P10635
D-01582,P33261
D-01583,O00754
D-01585,P14902
D-01587,P05181
D-01587,P11509
D-01587,P11712
D-01587,P20813
D-01590,O94760
D-01590,P29474
D-01590,P29475
D-01590,P35228
D-01593,P15538
D-01593,P19099
D-01594,P15538
D-01594,P19099
D-01601,O60674
D-01601,O75164
D-01609,B2RXH2
D-01609,O15296
D-01609,O94782
D-01609,P10636
D-01609,P10828
D-01609,P14902
D-01609,P16050
D-01609,P21397
D-01609,P27695
D-01609,P30305
D-01609,P46063
D-01609,P54132
D-01609,Q92830
D-01609,Q99714
D-01609,Q9UBT6
D-01610,Q14416
D-01610,Q14832
D-01614,Q99705
D-01615,P09874
D-01616,P00352
D-01616,P11473
D-01620,P08684
D-01620,P10635
D-01620,P11509
D-01620,P11712
D-01622,P35228
D-01624,P14618
D-01624,P18858
D-01627,P08588
D-01627,P08908
D-01627,P08913
D-01627,P23975
D-01627,P28221
D-01627,P28222
D-01627,P28223
D-01627,P28335
D-01627,P28566
D-01627,P31645
D-01627,P34969
D-01627,P41595
D-01627,P50406
D-01627,Q01959
D-01628,Q9Y2I1
D-01630,P08172
D-01630,P08173
D-01630,P08912
D-01630,P11229
D-01630,P20309
D-01633,P05089
D-01633,P78540
D-01636,P42574
D-01636,P42575
D-01636,P55210
D-01636,P55212
D-01636,Q14790
D-01638,P00918
D-01643,P04062
D-01644,O43570
D-01644,P00915
D-01644,P23280
D-01644,P35218
D-01644,P43166
D-01644,Q16790
D-01644,Q9ULX7
D-01644,Q9Y2D0
D-01645,O43570
D-01645,P00915
D-01645,Q16790
D-01645,Q99714
D-01648,O94760
D-01652,P29274
D-01653,P04062
D-01655,O75762
D-01657,P47898
D-01658,P30542
D-01659,P47898
D-01660,P47898
D-01662,Q96KQ7
D-01664,P05181
D-01664,P08684
D-01664,P11509
D-01664,P20813
D-01670,Q9GZU7
D-01670,Q9Y253
D-01672,P18089
D-01680,O43570
D-01680,P00915
D-01680,P22748
D-01680,P23280
D-01680,P35218
D-01680,P43166
D-01680,Q16790
D-01680,Q9ULX7
